Unnamed: 0,Number of components,Type of DES,Component#1,Smiles#1,T#1,Component#2,Smiles#2,T#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Reference (DOI)
2374,2,5,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05,0.5008,0.4992,428.4145,10.1021/acssuschemeng.8b02042
2375,2,5,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05,0.4032,0.5968,439.5492,10.1021/acssuschemeng.8b02042
2376,2,5,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05,0.3055,0.6945,444.8744,10.1021/acssuschemeng.8b02042
2377,2,5,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05,0.2,0.8,455.2829,10.1021/acssuschemeng.8b02042
2378,2,5,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15,"(2R,3R,4S,5S,6R)-2-[(2S,3S,4S,5R)-3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,462.05,0.1024,0.8976,458.4297,10.1021/acssuschemeng.8b02042
2379,2,5,"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide",CCN(CC)CC(=O)Nc1c(C)cccc1C,341.15,2-(dimethylamino)ethyl 4-(butylamino)benzoate,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,421.15,0.5,0.5,303.15,10.1016/j.molliq.2020.114745
2380,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.897,0.103,307.6,10.1021/acs.jpcb.0c02386
2381,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.798,0.202,294.6,10.1021/acs.jpcb.0c02386
2382,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.7,0.3,290.6,10.1021/acs.jpcb.0c02386
2383,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.598,0.402,294.0,10.1021/acs.jpcb.0c02386
2384,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.499,0.501,297.2,10.1021/acs.jpcb.0c02386
2385,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.399,0.601,302.6,10.1021/acs.jpcb.0c02386
2386,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.302,0.698,304.2,10.1021/acs.jpcb.0c02386
2387,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.199,0.801,309.0,10.1021/acs.jpcb.0c02386
2388,2,5,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,315.7,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.101,0.899,310.0,10.1021/acs.jpcb.0c02386
2389,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.9,0.1,319.0,10.1021/acs.jpcb.0c02386
2390,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.8,0.2,313.7,10.1021/acs.jpcb.0c02386
2391,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.7,0.3,300.2,10.1021/acs.jpcb.0c02386
2392,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.599,0.401,290.0,10.1021/acs.jpcb.0c02386
2393,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.499,0.501,289.9,10.1021/acs.jpcb.0c02386
2394,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.399,0.601,298.2,10.1021/acs.jpcb.0c02386
2395,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.3,0.7,301.4,10.1021/acs.jpcb.0c02386
2396,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.2,0.8,305.6,10.1021/acs.jpcb.0c02386
2397,2,5,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,tetradecan-1-ol,CCCCCCCCCCCCCCO,311.7,0.1,0.9,309.4,10.1021/acs.jpcb.0c02386
2398,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.9003,0.0997,378.0579,10.1016/j.hydromet.2022.105971
2399,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.8039,0.1961,368.2231,10.1016/j.hydromet.2022.105971
2400,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.717,0.283,356.6529,10.1016/j.hydromet.2022.105971
2401,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.6334,0.3666,346.2397,10.1016/j.hydromet.2022.105971
2402,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.492,0.508,317.314,10.1016/j.hydromet.2022.105971
2403,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.4051,0.5949,321.9421,10.1016/j.hydromet.2022.105971
2404,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.2026,0.7974,280.2893,10.1016/j.hydromet.2022.105971
2405,2,5,"1,10-phenanthroline",c1cnc2c(c1)ccc1cccnc12,388.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.1093,0.8907,301.1157,10.1016/j.hydromet.2022.105971
2406,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.896,0.104,547.9,10.1002/cssc.202001331
2407,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.795,0.205,518.8,10.1002/cssc.202001331
2408,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.696,0.304,489.7,10.1002/cssc.202001331
2409,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.598,0.402,426.4,10.1002/cssc.202001331
2410,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.499,0.501,359.2,10.1002/cssc.202001331
2411,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.397,0.603,328.5,10.1002/cssc.202001331
2412,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.099,0.901,310.9,10.1002/cssc.202001331
2413,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.826,0.174,259.788,10.1021/acssuschemeng.0c00559
2414,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.756,0.244,251.167,10.1021/acssuschemeng.0c00559
2415,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.679,0.321,244.702,10.1021/acssuschemeng.0c00559
2416,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.508,0.492,229.616,10.1021/acssuschemeng.0c00559
2417,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.5,0.5,229.15,10.1021/acssuschemeng.0c00559
2418,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.5,0.5,229.15,10.1016/j.chroma.2018.07.070
2419,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.4,0.6,236.15,10.1021/acssuschemeng.0c00559
2420,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.4,0.6,236.15,10.1016/j.chroma.2018.07.070
2421,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.399,0.601,238.236,10.1021/acssuschemeng.0c00559
2422,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.3,0.7,240.15,10.1021/acssuschemeng.0c00559
2423,2,5,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CC12CCC(CC1=O)C2(C)C,448.15,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.3,0.7,240.15,10.1016/j.chroma.2018.07.070
2424,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.897,0.103,320.8,10.1021/acs.jpcb.0c02386
2425,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.797,0.203,318.8,10.1021/acs.jpcb.0c02386
2426,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.699,0.301,314.1,10.1021/acs.jpcb.0c02386
2427,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.599,0.401,309.4,10.1021/acs.jpcb.0c02386
2428,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.5,0.5,306.6,10.1021/acs.jpcb.0c02386
2429,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.398,0.602,301.8,10.1021/acs.jpcb.0c02386
2430,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.3,0.7,306.1,10.1021/acs.jpcb.0c02386
2431,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.201,0.799,312.6,10.1021/acs.jpcb.0c02386
2432,2,5,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.1,0.9,318.2,10.1021/acs.jpcb.0c02386
2433,2,5,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.33,0.67,305.15,10.1016/j.molliq.2020.114745
2434,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.899,0.101,330.6,10.1021/acs.jpcb.0c02386
2435,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.799,0.201,327.9,10.1021/acs.jpcb.0c02386
2436,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.699,0.301,324.6,10.1021/acs.jpcb.0c02386
2437,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.6,0.4,321.8,10.1021/acs.jpcb.0c02386
2438,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.501,0.499,318.3,10.1021/acs.jpcb.0c02386
2439,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.399,0.601,314.0,10.1021/acs.jpcb.0c02386
2440,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.299,0.701,309.6,10.1021/acs.jpcb.0c02386
2441,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.202,0.798,310.2,10.1021/acs.jpcb.0c02386
2442,2,5,octadecan-1-ol,CCCCCCCCCCCCCCCCCCO,332.9,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.1,0.9,318.6,10.1021/acs.jpcb.0c02386
2443,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,5-methyl-2-propan-2-ylphenol,Cc1ccc(C(C)C)c(O)c1,323.5,0.25,0.75,258.15,10.1021/acssuschemeng.0c00559
2444,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.901,0.099,522.2,10.1002/cssc.202001331
2445,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.793,0.207,490.4,10.1002/cssc.202001331
2446,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.688,0.312,458.2,10.1002/cssc.202001331
2447,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.615,0.385,435.5,10.1002/cssc.202001331
2448,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.497,0.503,408.1,10.1002/cssc.202001331
2449,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.38,0.62,386.3,10.1002/cssc.202001331
2450,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.299,0.701,369.5,10.1002/cssc.202001331
2451,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.192,0.808,359.3,10.1002/cssc.202001331
2452,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,urea,NC(N)=O,405.85,0.1,0.9,390.7,10.1002/cssc.202001331
2453,2,5,"(E)-1-N'-[2-[[5-[(dimethylamino)methyl]furan-2-yl]methylsulfanyl]ethyl]-1-N-methyl-2-nitroethene-1,1-diamine",CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,342.15,urea,NC(N)=O,405.85,0.67,0.33,242.15,10.1016/j.molliq.2020.114745
2454,2,5,"4-amino-N-(1,3-thiazol-2-yl)benzenesulfonamide",Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,475.65,urea,NC(N)=O,405.85,0.2,0.8,391.15,10.1016/j.molliq.2020.114745
2455,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.75,0.25,528.63,10.1016/j.molliq.2020.113727
2456,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.65,0.35,482.18,10.1016/j.molliq.2020.113727
2457,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.55,0.45,433.79,10.1016/j.molliq.2020.113727
2458,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.45,0.55,309.92,10.1016/j.molliq.2020.113727
2459,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.35,0.65,335.08,10.1016/j.molliq.2020.113727
2460,2,5,2-(trimethylazaniumyl)acetate,C[N+](C)(C)CC(=O)[O-],566.0,"(2S,4R)-pentane-1,2,3,4,5-pentol",OC[C@@H](O)C(O)[C@@H](O)CO,367.15,0.25,0.75,344.76,10.1016/j.molliq.2020.113727
2461,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.9,0.1,525.7,10.1016/j.fluid.2017.03.015
2462,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.898,0.102,525.6,10.1016/j.fluid.2017.03.015
2463,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.798,0.202,478.8,10.1016/j.fluid.2017.03.015
2464,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.797,0.203,478.9,10.1016/j.fluid.2017.03.015
2465,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.699,0.301,425.5,10.1016/j.fluid.2017.03.015
2466,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.698,0.302,427.6,10.1016/j.fluid.2017.03.015
2467,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.601,0.399,377.5,10.1016/j.fluid.2017.03.015
2468,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.6,0.4,377.0,10.1016/j.fluid.2017.03.015
2469,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.501,0.499,337.1,10.1016/j.fluid.2017.03.015
2470,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.497,0.503,337.1,10.1016/j.fluid.2017.03.015
2471,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.401,0.599,303.5,10.1016/j.fluid.2017.03.015
2472,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.4,0.6,303.4,10.1016/j.fluid.2017.03.015
2473,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.301,0.699,322.5,10.1016/j.fluid.2017.03.015
2474,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.299,0.701,321.5,10.1016/j.fluid.2017.03.015
2475,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.202,0.798,333.4,10.1016/j.fluid.2017.03.015
2476,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.2,0.8,334.3,10.1016/j.fluid.2017.03.015
2477,2,IL,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,1-ethyl-3-methylimidazol-3-ium;chloride,CCn1cc[n+](C)c1.[Cl-],350.42,0.103,0.897,344.1,10.1016/j.fluid.2017.03.015
