Name ML,R2 CV,RMSE CV,R2 Train,RMSE Train
DTR,0.6526942538578141,47.710160380287505,0.7498695524779758,37.93422092226068
RFR,0.7857042721273195,37.277979105063345,0.9309239262457731,19.92361688873403
GBR,0.788666563182989,36.65239490431565,0.9561765106563994,15.857538862550422
CBR,0.8233813532671437,33.833303032295454,0.9652396442446278,14.10908735422492
XGB,0.8030711524939935,35.68264716693203,0.9988491937290289,2.5733220352478567
SVM,0.8129276505156022,34.85906645746134,0.8655661371244276,27.788312356601732
KNR,0.8055199240651196,35.363547398588196,0.9533915603221619,16.367379611252264
MPR,0.7716318437142912,38.474706895223434,0.8317329635584034,31.089465372462843
