SMILES_HBA,Tmelt_HBA,SMILES_HBD,Tmelt_HBD,X_HBA,X_HBD,Mixed_Tmelt 
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCC(=O)O,31.6,0.65,0.35,7.46
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCC(=O)O,31.6,0.70,0.30,11.2
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCC(=O)O,31.6,0.80,0.20,20.31
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCC(=O)O,31.6,0.90,0.10,31.16
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.10,0.90,11.61
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.20,0.80,8.27
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.30,0.70,4.39
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.40,0.60,0.07
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.50,0.50,-4.5
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.60,0.40,-7.58
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.70,0.30,12.72
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCC(=O)O,16.7,0.80,0.20,22.66
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.10,0.90,10.385
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.20,0.80,5.537
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.30,0.70,0.284
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.60,0.40,2.305
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.70,0.30,16.04
CC1CCC(C(C1)O)C(C)C,43,CC(C1CCCCC1)C(=O)O,14,0.90,0.10,35.032
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.10,0.90,42.12
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.20,0.80,39.47
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.30,0.70,35.04
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.40,0.60,33.5
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.50,0.50,27.97
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.50,0.50,29.16
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.60,0.40,23.02
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.75,0.25,16.34
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.80,0.20,23.68
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCC(=O)O,44,0.90,0.10,33.03
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.10,0.90,51.82
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.20,0.80,49.69
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.30,0.70,46.59
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.40,0.60,43.95
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.60,0.40,37.78
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.70,0.30,30.61
CC1CCC(C(C1)O)C(C)C,43,CCCCCCCCCCCCCC(=O)O,52,0.90,0.10,33.2
C1CC(NC1)C(=O)O,205,C(CCO)CO,20.1,0.25,0.75,11
C1CC(NC1)C(=O)O,205,C(C(CO)O)O,17.8,0.25,0.75,-31
C1CC(NC1)C(=O)O,205,C(C(=O)O)O,75,0.25,0.75,-9
C1CC(NC1)C(=O)O,205,C(COCCO)O,-10.45,0.25,0.75,-49
C1CC(NC1)C(=O)O,205,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.13,0.88,-12
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.20,0.80,35.15
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.40,0.60,5.15
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.70,0.30,-0.75
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.90,0.10,31.25
CC1=CC(=C(C=C1)C(C)C)O,80.8,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,75,0.67,0.33,32
CC1=CC(=C(C=C1)C(C)C)O,81.8,CCCCCCCCCCCC(=O)O,44,0.10,0.90,41.02
CC1=CC(=C(C=C1)C(C)C)O,82.8,CCCCCCCCCCCC(=O)O,44,0.20,0.80,38.36
CC1=CC(=C(C=C1)C(C)C)O,83.8,CCCCCCCCCCCC(=O)O,44,0.30,0.70,36.21
CC1=CC(=C(C=C1)C(C)C)O,84.8,CCCCCCCCCCCC(=O)O,44,0.40,0.60,31.61
CC1=CC(=C(C=C1)C(C)C)O,85.8,CCCCCCCCCCCC(=O)O,44,0.60,0.40,30.07
CC1=CC(=C(C=C1)C(C)C)O,86.8,CCCCCCCCCCCC(=O)O,44,0.70,0.30,33.81
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.10,0.90,39.4
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.20,0.80,3.09
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.30,0.70,-13.15
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.50,0.50,6.47
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.60,0.40,30.18
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.80,0.20,40.62
C[N+](C)(C)CC1=CC=CC=C1.[Cl-],239,C(=O)(C(=O)O)O,189,0.50,0.50,2
C[N+](C)(C)CC(=O)[O-],241,C(C(=O)O)O,75,0.33,0.67,-36
C[N+](C)(C)CC(=O)[O-],241,C(C(=O)O)O,75,0.50,0.50,-15.16
C[N+](C)(C)CC(=O)[O-],241,CC1=CC(=C(C=C1)C(C)C)O,86.8,0.10,0.90,37.75
C[N+](C)(C)CCO.[Cl-],302,CC1CCC(C(C1)O)C(C)C,43,0.10,0.90,49.25
C[N+](C)(C)CCO.[Cl-],302,CC1CCC(C(C1)O)C(C)C,43,0.30,0.70,42.55
C[N+](C)(C)CCO.[Cl-],302,CC1CCC(C(C1)O)C(C)C,43,0.50,0.50,61.95
C[N+](C)(C)CCO.[Cl-],302,CC1CCC(C(C1)O)C(C)C,43,0.70,0.30,145.35
C[N+](C)(C)CCO.[Cl-],302,CC1CCC(C(C1)O)C(C)C,43,0.90,0.10,256.15
C[N+](C)(C)CCO.[Cl-],302,C(C(C(CO)O)O)O,121,0.33,0.67,30
C[N+](C)(C)CCO.[Cl-],302,C(C(C(CO)O)O)O,121,0.50,0.50,-16
C[N+](C)(C)CCO.[Cl-],302,C(CO)O,-12.9,0.25,0.75,-7.96
C[N+](C)(C)CCO.[Cl-],302,C(CO)O,-12.9,0.33,0.67,-66.01
C[N+](C)(C)CCO.[Cl-],302,C1=COC(=C1)CO,-29,0.25,0.75,-35.75
C[N+](C)(C)CCO.[Cl-],302,C(C(CO)O)O,17.8,0.33,0.67,-32.65
C[N+](C)(C)CCO.[Cl-],302,CC(=O)CCC(=O)O,33,0.25,0.75,-11.15
C[N+](C)(C)CCO.[Cl-],302,C(C(=O)O)C(=O)O,132,0.50,0.50,10
C[N+](C)(C)CCO.[Cl-],303,C(=O)(C(=O)O)O,189,0.33,0.67,48
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CCCCCCCCCC(=O)O,31.6,0.40,0.60,-11.37
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CCCCCCCCCCCC(=O)O,44,0.30,0.70,27.71
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CCCCCCCCCCCC(=O)O,44,0.50,0.50,16.78
CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,50,CCCCCCCCCCCC(=O)O,44,0.10,0.90,52.35
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.30,0.70,8.15
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.46,0.54,-7.75
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.65,0.35,-9.25
CC1CCC(C(C1)O)C(C)C,43,CC1=CC(=C(C=C1)C(C)C)O,46.8,0.80,0.20,22.35
